,Team,Opp,Game_Date,Game_Time,Timezone,isHome,Season,Season_Type,Playoff_Round,Quarters,Game_Clock,Score,Score_Opp,Win,Loss,Draw,First_Downs,First_Downs_Passing,First_Downs_Rushing,First_Downs_Penalty,Third_Down_Conversions,Third_Down_Attempts,Fourth_Down_Conversions,Fourth_Down_Attempts,Total_Offensive_Plays,Total_Yards,Yards_Per_Play,Total_Drives,Net_Passing_Yards,Pass_Completions,Pass_Attempts,Yards_Per_Pass,Sacks_Against,Sack_Yards_Lost,Rushing_Yards,Rushing_Attempts,Yards_Per_Rush,Red_Zone_Conversions,Red_Zone_Attempts,Total_Penalties,Total_Penalty_Yards,Turnovers,Fumbles_Lost,Interceptions_Thrown,Defensive_Touchdowns,Possession_Minutes,Possession_Seconds,Possession_Percent,First_Downs_Opp,First_Downs_Passing_Opp,First_Downs_Rushing_Opp,First_Downs_Penalty_Opp,Third_Down_Conversions_Opp,Third_Down_Attempts_Opp,Fourth_Down_Conversions_Opp,Fourth_Down_Attempts_Opp,Total_Offensive_Plays_Opp,Total_Yards_Opp,Yards_Per_Play_Opp,Total_Drives_Opp,Net_Passing_Yards_Opp,Pass_Completions_Opp,Pass_Attempts_Opp,Yards_Per_Pass_Opp,Sacks_Against_Opp,Sack_Yards_Lost_Opp,Rushing_Yards_Opp,Rushing_Attempts_Opp,Yards_Per_Rush_Opp,Red_Zone_Conversions_Opp,Red_Zone_Attempts_Opp,Total_Penalties_Opp,Total_Penalty_Yards_Opp,Turnovers_Opp,Fumbles_Lost_Opp,Interceptions_Thrown_Opp,Defensive_Touchdowns_Opp,Possession_Minutes_Opp,Possession_Seconds_Opp,Possession_Percent_Opp,Neutral_Site,Venue,Venue_City,Venue_State,Attendance,Venue_Capacity,Moneyline,Odds,Spread,Over_Under,Head_Linesman,Back_Judge,Line_Judge,Umpire,Referee,Field_Judge,Side_Judge,Game_Id,Team_Id,Opp_Id,Game_Status
319,PIT,LAR,2023-10-22,20:05,UTC,0.0,2023,Regular-Season,,4,,24.0,17.0,1.0,0.0,0.0,17.0,9.0,8.0,0.0,4.0,12.0,1.0,1.0,56.0,300.0,5.36,11.0,214.0,17.0,25.0,8.56,2.0,16.0,86.0,29.0,2.97,3.0,3.0,8.0,76.0,0.0,0.0,0.0,0.0,28.0,14.0,0.47,19.0,8.0,8.0,3.0,9.0,16.0,0.0,0.0,62.0,354.0,5.71,10.0,219.0,14.0,29.0,7.55,2.0,12.0,135.0,31.0,4.35,1.0,1.0,5.0,40.0,1.0,0.0,1.0,0.0,31.0,46.0,0.53,0.0,SoFi Stadium,Inglewood,CA,73471,71500,152.0,-120.0,3.5,44.0,Jim Mello,Grantis Bell,Tripp Sutter,Steve Woods,Craig Wrolstad,Jeff Shears,Frank Steratore,803096538.0,1600.0,1582.0,Final
320,SEA,ARI,2023-10-22,20:05,UTC,1.0,2023,Regular-Season,,4,,20.0,10.0,1.0,0.0,0.0,18.0,11.0,6.0,1.0,7.0,13.0,0.0,0.0,58.0,318.0,5.48,10.0,203.0,18.0,24.0,8.46,2.0,16.0,115.0,32.0,3.59,1.0,3.0,5.0,32.0,3.0,2.0,1.0,0.0,30.0,32.0,0.51,15.0,7.0,6.0,2.0,5.0,15.0,0.0,3.0,63.0,249.0,3.95,11.0,122.0,20.0,34.0,3.59,4.0,28.0,127.0,25.0,5.08,0.0,1.0,7.0,59.0,0.0,0.0,0.0,0.0,29.0,28.0,0.49,0.0,Lumen Field,Seattle,WA,68781,68740,-455.0,-110.0,-9.0,43.5,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,Jimmy Buchanan,803096540.0,1606.0,1598.0,Final
321,ARI,SEA,2023-10-22,20:05,UTC,0.0,2023,Regular-Season,,4,,10.0,20.0,0.0,1.0,0.0,15.0,7.0,6.0,2.0,5.0,15.0,0.0,3.0,63.0,249.0,3.95,11.0,122.0,20.0,34.0,3.59,4.0,28.0,127.0,25.0,5.08,0.0,1.0,7.0,59.0,0.0,0.0,0.0,0.0,29.0,28.0,0.49,18.0,11.0,6.0,1.0,7.0,13.0,0.0,0.0,58.0,318.0,5.48,10.0,203.0,18.0,24.0,8.46,2.0,16.0,115.0,32.0,3.59,1.0,3.0,5.0,32.0,3.0,2.0,1.0,0.0,30.0,32.0,0.51,0.0,Lumen Field,Seattle,WA,68781,68740,345.0,-110.0,9.0,43.5,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,Jimmy Buchanan,803096540.0,1598.0,1606.0,Final
322,PHI,MIA,2023-10-23,00:20,UTC,1.0,2023,Regular-Season,,4,,31.0,17.0,1.0,0.0,0.0,26.0,11.0,12.0,3.0,4.0,12.0,4.0,4.0,68.0,355.0,5.22,10.0,256.0,23.0,31.0,8.26,3.0,23.0,99.0,34.0,2.91,4.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,36.0,43.0,0.61,12.0,9.0,3.0,0.0,4.0,11.0,0.0,2.0,48.0,244.0,5.08,8.0,199.0,23.0,32.0,6.22,4.0,17.0,45.0,12.0,3.75,0.0,1.0,10.0,70.0,1.0,0.0,1.0,1.0,23.0,17.0,0.39,0.0,Lincoln Financial Field,Philadelphia,PA,69879,69879,-160.0,-115.0,-3.0,52.0,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,,Rick Patterson,803096542.0,1596.0,1584.0,Final
323,MIA,PHI,2023-10-23,00:20,UTC,0.0,2023,Regular-Season,,4,,17.0,31.0,0.0,1.0,0.0,12.0,9.0,3.0,0.0,4.0,11.0,0.0,2.0,48.0,244.0,5.08,8.0,199.0,23.0,32.0,6.22,4.0,17.0,45.0,12.0,3.75,0.0,1.0,10.0,70.0,1.0,0.0,1.0,1.0,23.0,17.0,0.39,26.0,11.0,12.0,3.0,4.0,12.0,4.0,4.0,68.0,355.0,5.22,10.0,256.0,23.0,31.0,8.26,3.0,23.0,99.0,34.0,2.91,4.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,36.0,43.0,0.61,0.0,Lincoln Financial Field,Philadelphia,PA,69879,69879,135.0,-105.0,3.0,52.0,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,,Rick Patterson,803096542.0,1584.0,1596.0,Final
324,MIN,SF,2023-10-24,00:15,UTC,1.0,2023,Regular-Season,,4,,22.0,17.0,1.0,0.0,0.0,24.0,18.0,3.0,3.0,8.0,13.0,0.0,0.0,66.0,452.0,6.85,9.0,378.0,35.0,45.0,8.4,0.0,0.0,74.0,21.0,3.52,0.0,2.0,5.0,35.0,1.0,0.0,1.0,0.0,34.0,56.0,0.58,19.0,12.0,7.0,0.0,5.0,9.0,1.0,1.0,53.0,325.0,6.13,9.0,260.0,21.0,30.0,8.67,1.0,12.0,65.0,22.0,2.95,1.0,2.0,5.0,37.0,3.0,1.0,2.0,0.0,25.0,4.0,0.42,0.0,U.S. Bank Stadium,Minneapolis,MN,66975,67202,260.0,-120.0,7.0,44.0,Mike Carr,Martin Hankins,Thomas Eaton,Brandon Cruse,Carl Cheffers,Nathan Jones,Eugene Hall,803096544.0,1586.0,1604.0,Final
325,SF,MIN,2023-10-24,00:15,UTC,0.0,2023,Regular-Season,,4,,17.0,22.0,0.0,1.0,0.0,19.0,12.0,7.0,0.0,5.0,9.0,1.0,1.0,53.0,325.0,6.13,9.0,260.0,21.0,30.0,8.67,1.0,12.0,65.0,22.0,2.95,1.0,2.0,5.0,37.0,3.0,1.0,2.0,0.0,25.0,4.0,0.42,24.0,18.0,3.0,3.0,8.0,13.0,0.0,0.0,66.0,452.0,6.85,9.0,378.0,35.0,45.0,8.4,0.0,0.0,74.0,21.0,3.52,0.0,2.0,5.0,35.0,1.0,0.0,1.0,0.0,34.0,56.0,0.58,0.0,U.S. Bank Stadium,Minneapolis,MN,66975,67202,-335.0,100.0,-7.0,44.0,Mike Carr,Martin Hankins,Thomas Eaton,Brandon Cruse,Carl Cheffers,Nathan Jones,Eugene Hall,803096544.0,1604.0,1586.0,Final
326,BUF,TB,2023-10-27,00:15,UTC,1.0,2023,Regular-Season,,4,,24.0,18.0,1.0,0.0,0.0,25.0,16.0,8.0,1.0,7.0,13.0,0.0,1.0,68.0,427.0,6.28,11.0,312.0,31.0,40.0,7.8,2.0,12.0,115.0,26.0,4.42,2.0,4.0,9.0,86.0,1.0,0.0,1.0,0.0,31.0,57.0,0.53,17.0,10.0,3.0,4.0,4.0,15.0,1.0,1.0,62.0,302.0,4.87,11.0,224.0,25.0,42.0,5.33,3.0,13.0,78.0,17.0,4.59,1.0,1.0,11.0,74.0,0.0,0.0,0.0,0.0,28.0,3.0,0.47,0.0,Highmark Stadium,Orchard Park,NY,70416,71621,-600.0,-110.0,-10.0,43.0,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,David Meslow,803096546.0,1558.0,1608.0,Final
327,TB,BUF,2023-10-27,00:15,UTC,0.0,2023,Regular-Season,,4,,18.0,24.0,0.0,1.0,0.0,17.0,10.0,3.0,4.0,4.0,15.0,1.0,1.0,62.0,302.0,4.87,11.0,224.0,25.0,42.0,5.33,3.0,13.0,78.0,17.0,4.59,1.0,1.0,11.0,74.0,0.0,0.0,0.0,0.0,28.0,3.0,0.47,25.0,16.0,8.0,1.0,7.0,13.0,0.0,1.0,68.0,427.0,6.28,11.0,312.0,31.0,40.0,7.8,2.0,12.0,115.0,26.0,4.42,2.0,4.0,9.0,86.0,1.0,0.0,1.0,0.0,31.0,57.0,0.53,0.0,Highmark Stadium,Orchard Park,NY,70416,71621,430.0,-110.0,10.0,43.0,Brian Sakowski,Terrence Miles,Mark Stewart,Mark Pellis,Scott Novak,Trawick Boger,David Meslow,803096546.0,1608.0,1558.0,Final
328,MIA,NE,2023-10-29,17:00,UTC,1.0,2023,Regular-Season,,4,,31.0,17.0,1.0,0.0,0.0,24.0,17.0,5.0,2.0,5.0,14.0,3.0,3.0,73.0,390.0,5.34,11.0,312.0,30.0,45.0,6.93,2.0,12.0,78.0,26.0,3.0,2.0,4.0,3.0,25.0,2.0,1.0,1.0,0.0,35.0,55.0,0.6,13.0,7.0,6.0,0.0,1.0,9.0,1.0,2.0,51.0,218.0,4.27,11.0,141.0,19.0,29.0,4.86,3.0,20.0,77.0,19.0,4.05,1.0,2.0,7.0,45.0,1.0,0.0,1.0,0.0,24.0,5.0,0.4,0.0,Hard Rock Stadium,Miami Gardens,FL,65836,64992,-355.0,-110.0,-7.5,46.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096548.0,1584.0,1588.0,Final
329,NE,MIA,2023-10-29,17:00,UTC,0.0,2023,Regular-Season,,4,,17.0,31.0,0.0,1.0,0.0,13.0,7.0,6.0,0.0,1.0,9.0,1.0,2.0,51.0,218.0,4.27,11.0,141.0,19.0,29.0,4.86,3.0,20.0,77.0,19.0,4.05,1.0,2.0,7.0,45.0,1.0,0.0,1.0,0.0,24.0,5.0,0.4,24.0,17.0,5.0,2.0,5.0,14.0,3.0,3.0,73.0,390.0,5.34,11.0,312.0,30.0,45.0,6.93,2.0,12.0,78.0,26.0,3.0,2.0,4.0,3.0,25.0,2.0,1.0,1.0,0.0,35.0,55.0,0.6,0.0,Hard Rock Stadium,Miami Gardens,FL,65836,64992,278.0,-110.0,7.5,46.5,Tom Stephan,Brad Freeman,Brian Bolinger,Paul King,Land Clark,Jabir Walker,Dominique Pender,803096548.0,1588.0,1584.0,Final
330,NYG,NYJ,2023-10-29,17:00,UTC,1.0,2023,Regular-Season,,5,,10.0,13.0,0.0,1.0,0.0,12.0,0.0,7.0,5.0,2.0,19.0,0.0,0.0,70.0,194.0,2.77,17.0,-9.0,6.0,14.0,-0.64,4.0,16.0,203.0,52.0,3.9,1.0,3.0,6.0,73.0,0.0,0.0,0.0,0.0,38.0,13.0,0.6,12.0,8.0,2.0,2.0,2.0,15.0,0.0,1.0,62.0,251.0,4.05,17.0,193.0,17.0,36.0,5.36,4.0,47.0,58.0,22.0,2.64,0.0,2.0,9.0,85.0,2.0,2.0,0.0,0.0,25.0,38.0,0.4,0.0,MetLife Stadium,East Rutherford,NJ,83367,82500,140.0,-105.0,3.0,34.5,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,Clay Reynard,803096550.0,1592.0,1594.0,Final
331,NYJ,NYG,2023-10-29,17:00,UTC,0.0,2023,Regular-Season,,5,,13.0,10.0,1.0,0.0,0.0,12.0,8.0,2.0,2.0,2.0,15.0,0.0,1.0,62.0,251.0,4.05,17.0,193.0,17.0,36.0,5.36,4.0,47.0,58.0,22.0,2.64,0.0,2.0,9.0,85.0,2.0,2.0,0.0,0.0,25.0,38.0,0.4,12.0,0.0,7.0,5.0,2.0,19.0,0.0,0.0,70.0,194.0,2.77,17.0,-9.0,6.0,14.0,-0.64,4.0,16.0,203.0,52.0,3.9,1.0,3.0,6.0,73.0,0.0,0.0,0.0,0.0,38.0,13.0,0.6,0.0,MetLife Stadium,East Rutherford,NJ,83367,82500,-165.0,-115.0,-3.0,34.5,Jay Bilbo,Dino Paganelli,Jeff Seeman,Bryan Neale,Shawn Smith,Dyrol Prioleau,Clay Reynard,803096550.0,1594.0,1592.0,Final
332,PIT,JAX,2023-10-29,17:00,UTC,1.0,2023,Regular-Season,,4,,10.0,20.0,0.0,1.0,0.0,17.0,12.0,4.0,1.0,3.0,12.0,0.0,2.0,64.0,261.0,4.08,12.0,191.0,25.0,43.0,4.44,3.0,20.0,70.0,18.0,3.89,0.0,1.0,6.0,52.0,2.0,0.0,2.0,0.0,25.0,44.0,0.43,20.0,11.0,6.0,3.0,6.0,13.0,0.0,0.0,65.0,377.0,5.8,11.0,271.0,24.0,32.0,8.47,3.0,21.0,106.0,30.0,3.53,0.0,3.0,6.0,72.0,3.0,2.0,1.0,0.0,34.0,16.0,0.57,0.0,Acrisure Stadium,Pittsburgh,PA,67225,68400,118.0,-110.0,2.5,41.0,Fred Bryan,Greg Meyer,Robin DeLorenzo,Gary Slaughter,Alan Eck,John Jenkins,Dale Shaw,803096552.0,1600.0,1614.0,Final
333,JAX,PIT,2023-10-29,17:00,UTC,0.0,2023,Regular-Season,,4,,20.0,10.0,1.0,0.0,0.0,20.0,11.0,6.0,3.0,6.0,13.0,0.0,0.0,65.0,377.0,5.8,11.0,271.0,24.0,32.0,8.47,3.0,21.0,106.0,30.0,3.53,0.0,3.0,6.0,72.0,3.0,2.0,1.0,0.0,34.0,16.0,0.57,17.0,12.0,4.0,1.0,3.0,12.0,0.0,2.0,64.0,261.0,4.08,12.0,191.0,25.0,43.0,4.44,3.0,20.0,70.0,18.0,3.89,0.0,1.0,6.0,52.0,2.0,0.0,2.0,0.0,25.0,44.0,0.43,0.0,Acrisure Stadium,Pittsburgh,PA,67225,68400,-140.0,-110.0,-2.5,41.0,Fred Bryan,Greg Meyer,Robin DeLorenzo,Gary Slaughter,Alan Eck,John Jenkins,Dale Shaw,803096552.0,1614.0,1600.0,Final
334,TEN,ATL,2023-10-29,17:00,UTC,1.0,2023,Regular-Season,,4,,28.0,23.0,1.0,0.0,0.0,17.0,7.0,9.0,1.0,5.0,15.0,1.0,1.0,67.0,375.0,5.6,14.0,226.0,19.0,29.0,7.79,2.0,12.0,149.0,36.0,4.14,1.0,1.0,6.0,53.0,1.0,1.0,0.0,0.0,32.0,59.0,0.55,17.0,12.0,4.0,1.0,4.0,15.0,1.0,2.0,66.0,342.0,5.18,14.0,202.0,20.0,34.0,5.94,6.0,44.0,140.0,26.0,5.38,2.0,3.0,3.0,15.0,1.0,1.0,0.0,0.0,27.0,1.0,0.45,0.0,Nissan Stadium,Nashville,TN,68008,69143,115.0,-110.0,2.5,35.0,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096554.0,1574.0,1556.0,Final
335,ATL,TEN,2023-10-29,17:00,UTC,0.0,2023,Regular-Season,,4,,23.0,28.0,0.0,1.0,0.0,17.0,12.0,4.0,1.0,4.0,15.0,1.0,2.0,66.0,342.0,5.18,14.0,202.0,20.0,34.0,5.94,6.0,44.0,140.0,26.0,5.38,2.0,3.0,3.0,15.0,1.0,1.0,0.0,0.0,27.0,1.0,0.45,17.0,7.0,9.0,1.0,5.0,15.0,1.0,1.0,67.0,375.0,5.6,14.0,226.0,19.0,29.0,7.79,2.0,12.0,149.0,36.0,4.14,1.0,1.0,6.0,53.0,1.0,1.0,0.0,0.0,32.0,59.0,0.55,0.0,Nissan Stadium,Nashville,TN,68008,69143,-135.0,-110.0,-2.5,35.0,Jerod Phillips,Greg Wilson,Greg Bradley,James Carter II,Clay Martin,Alonzo Ramsey III,Dave Hawkshaw,803096554.0,1556.0,1574.0,Final
336,ARI,BAL,2023-10-29,20:25,UTC,1.0,2023,Regular-Season,,4,,24.0,31.0,0.0,1.0,0.0,22.0,12.0,7.0,3.0,5.0,12.0,0.0,2.0,71.0,310.0,4.37,13.0,181.0,25.0,37.0,4.89,2.0,27.0,129.0,32.0,4.03,3.0,3.0,6.0,70.0,2.0,0.0,2.0,0.0,30.0,21.0,0.51,21.0,8.0,9.0,4.0,4.0,11.0,0.0,0.0,60.0,268.0,4.47,12.0,138.0,18.0,27.0,5.11,4.0,19.0,130.0,29.0,4.48,4.0,4.0,6.0,45.0,0.0,0.0,0.0,0.0,29.0,39.0,0.49,0.0,State Farm Stadium,Glendale,AZ,63064,65000,345.0,-110.0,9.5,45.0,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Tra Blake,Lawrence Hill Jr.,Don Willard,803096556.0,1598.0,1620.0,Final
337,BAL,ARI,2023-10-29,20:25,UTC,0.0,2023,Regular-Season,,4,,31.0,24.0,1.0,0.0,0.0,21.0,8.0,9.0,4.0,4.0,11.0,0.0,0.0,60.0,268.0,4.47,12.0,138.0,18.0,27.0,5.11,4.0,19.0,130.0,29.0,4.48,4.0,4.0,6.0,45.0,0.0,0.0,0.0,0.0,29.0,39.0,0.49,22.0,12.0,7.0,3.0,5.0,12.0,0.0,2.0,71.0,310.0,4.37,13.0,181.0,25.0,37.0,4.89,2.0,27.0,129.0,32.0,4.03,3.0,3.0,6.0,70.0,2.0,0.0,2.0,0.0,30.0,21.0,0.51,0.0,State Farm Stadium,Glendale,AZ,63064,65000,-455.0,-110.0,-9.5,45.0,Pat Turner,Todd Prukop,Daniel Gallagher,Tony Michalek,Tra Blake,Lawrence Hill Jr.,Don Willard,803096556.0,1620.0,1598.0,Final
338,DEN,KC,2023-10-29,20:25,UTC,1.0,2023,Regular-Season,,4,,24.0,9.0,1.0,0.0,0.0,19.0,7.0,10.0,2.0,6.0,14.0,0.0,1.0,65.0,240.0,3.69,11.0,87.0,12.0,19.0,4.58,6.0,27.0,153.0,40.0,3.83,3.0,5.0,6.0,35.0,1.0,1.0,0.0,0.0,33.0,47.0,0.56,18.0,12.0,3.0,3.0,3.0,10.0,1.0,3.0,57.0,275.0,4.82,11.0,213.0,24.0,38.0,5.61,3.0,28.0,62.0,16.0,3.88,0.0,3.0,5.0,38.0,5.0,3.0,2.0,0.0,26.0,13.0,0.44,0.0,Empower Field at Mile High,Denver,CO,76286,76125,250.0,-115.0,7.0,45.5,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096558.0,1568.0,1578.0,Final
339,KC,DEN,2023-10-29,20:25,UTC,0.0,2023,Regular-Season,,4,,9.0,24.0,0.0,1.0,0.0,18.0,12.0,3.0,3.0,3.0,10.0,1.0,3.0,57.0,275.0,4.82,11.0,213.0,24.0,38.0,5.61,3.0,28.0,62.0,16.0,3.88,0.0,3.0,5.0,38.0,5.0,3.0,2.0,0.0,26.0,13.0,0.44,19.0,7.0,10.0,2.0,6.0,14.0,0.0,1.0,65.0,240.0,3.69,11.0,87.0,12.0,19.0,4.58,6.0,27.0,153.0,40.0,3.83,3.0,5.0,6.0,35.0,1.0,1.0,0.0,0.0,33.0,47.0,0.56,0.0,Empower Field at Mile High,Denver,CO,76286,76125,-320.0,-105.0,-7.0,45.5,Sarah Thomas,Greg Yette,Walt Flowers,Duane Heydt,Brad Allen,Rick Patterson,Boris Cheek,803096558.0,1578.0,1568.0,Final
340,SF,CIN,2023-10-29,20:25,UTC,1.0,2023,Regular-Season,,4,,17.0,31.0,0.0,1.0,0.0,24.0,15.0,8.0,1.0,5.0,9.0,0.0,0.0,56.0,460.0,8.21,11.0,347.0,22.0,31.0,11.19,2.0,18.0,113.0,23.0,4.91,2.0,4.0,5.0,54.0,3.0,1.0,2.0,0.0,28.0,37.0,0.48,29.0,17.0,10.0,2.0,3.0,8.0,0.0,0.0,62.0,400.0,6.45,10.0,266.0,28.0,32.0,8.31,3.0,17.0,134.0,27.0,4.96,4.0,5.0,1.0,15.0,1.0,1.0,0.0,0.0,31.0,23.0,0.52,0.0,Levis Stadium,Santa Clara,CA,71655,68500,-210.0,-110.0,-4.5,44.0,Max Causey,Tony Josselyn,Maia Chaka,Bruce Stritesky,Ronald Torbert,Ryan Dickson,Keith Washington,803096560.0,1604.0,1562.0,Final
341,CIN,SF,2023-10-29,20:25,UTC,0.0,2023,Regular-Season,,4,,31.0,17.0,1.0,0.0,0.0,29.0,17.0,10.0,2.0,3.0,8.0,0.0,0.0,62.0,400.0,6.45,10.0,266.0,28.0,32.0,8.31,3.0,17.0,134.0,27.0,4.96,4.0,5.0,1.0,15.0,1.0,1.0,0.0,0.0,31.0,23.0,0.52,24.0,15.0,8.0,1.0,5.0,9.0,0.0,0.0,56.0,460.0,8.21,11.0,347.0,22.0,31.0,11.19,2.0,18.0,113.0,23.0,4.91,2.0,4.0,5.0,54.0,3.0,1.0,2.0,0.0,28.0,37.0,0.48,0.0,Levis Stadium,Santa Clara,CA,71655,68500,175.0,-110.0,4.5,44.0,Max Causey,Tony Josselyn,Maia Chaka,Bruce Stritesky,Ronald Torbert,Ryan Dickson,Keith Washington,803096560.0,1562.0,1604.0,Final
342,CAR,HOU,2023-10-29,17:00,UTC,1.0,2023,Regular-Season,,4,,15.0,13.0,1.0,0.0,0.0,20.0,11.0,3.0,6.0,5.0,14.0,1.0,2.0,61.0,224.0,3.67,10.0,180.0,22.0,31.0,5.81,6.0,55.0,44.0,24.0,1.83,1.0,4.0,3.0,20.0,0.0,0.0,0.0,0.0,30.0,29.0,0.51,16.0,10.0,6.0,0.0,5.0,12.0,1.0,1.0,56.0,229.0,4.09,9.0,119.0,16.0,24.0,4.96,2.0,21.0,110.0,30.0,3.67,2.0,2.0,10.0,70.0,1.0,1.0,0.0,0.0,29.0,31.0,0.49,0.0,Bank of America Stadium,Charlotte,NC,71505,73778,150.0,-120.0,3.5,43.0,Frank LeBlanc,Matt Edwards,Carl Johnson,Carl Paganelli,John Hussey,Anthony Flemming,Allen Baynes,803096562.0,1612.0,1622.0,Final
343,HOU,CAR,2023-10-29,17:00,UTC,0.0,2023,Regular-Season,,4,,13.0,15.0,0.0,1.0,0.0,16.0,10.0,6.0,0.0,5.0,12.0,1.0,1.0,56.0,229.0,4.09,9.0,119.0,16.0,24.0,4.96,2.0,21.0,110.0,30.0,3.67,2.0,2.0,10.0,70.0,1.0,1.0,0.0,0.0,29.0,31.0,0.49,20.0,11.0,3.0,6.0,5.0,14.0,1.0,2.0,61.0,224.0,3.67,10.0,180.0,22.0,31.0,5.81,6.0,55.0,44.0,24.0,1.83,1.0,4.0,3.0,20.0,0.0,0.0,0.0,0.0,30.0,29.0,0.51,0.0,Bank of America Stadium,Charlotte,NC,71505,73778,-178.0,100.0,-3.5,43.0,Frank LeBlanc,Matt Edwards,Carl Johnson,Carl Paganelli,John Hussey,Anthony Flemming,Allen Baynes,803096562.0,1622.0,1612.0,Final
344,DAL,LAR,2023-10-29,17:00,UTC,1.0,2023,Regular-Season,,4,,43.0,20.0,1.0,0.0,0.0,24.0,16.0,6.0,2.0,6.0,12.0,1.0,1.0,63.0,387.0,6.14,11.0,285.0,27.0,34.0,8.38,3.0,22.0,102.0,26.0,3.92,2.0,4.0,4.0,21.0,1.0,0.0,1.0,1.0,35.0,28.0,0.59,15.0,8.0,5.0,2.0,4.0,13.0,1.0,2.0,58.0,280.0,4.83,11.0,188.0,18.0,32.0,5.88,2.0,16.0,92.0,24.0,3.83,1.0,2.0,4.0,25.0,1.0,0.0,1.0,0.0,24.0,32.0,0.41,0.0,AT&T Stadium,Arlington,TX,93448,100000,-305.0,105.0,-7.0,44.5,David Oliver,Greg Steed,Rusty Baynes,Roy Ellison,Adrian Hill,Mearl Robinson,Jim Quirk,803096564.0,1566.0,1582.0,Final
345,LAR,DAL,2023-10-29,17:00,UTC,0.0,2023,Regular-Season,,4,,20.0,43.0,0.0,1.0,0.0,15.0,8.0,5.0,2.0,4.0,13.0,1.0,2.0,58.0,280.0,4.83,11.0,188.0,18.0,32.0,5.88,2.0,16.0,92.0,24.0,3.83,1.0,2.0,4.0,25.0,1.0,0.0,1.0,0.0,24.0,32.0,0.41,24.0,16.0,6.0,2.0,6.0,12.0,1.0,1.0,63.0,387.0,6.14,11.0,285.0,27.0,34.0,8.38,3.0,22.0,102.0,26.0,3.92,2.0,4.0,4.0,21.0,1.0,0.0,1.0,1.0,35.0,28.0,0.59,0.0,AT&T Stadium,Arlington,TX,93448,100000,240.0,-125.0,7.0,44.5,David Oliver,Greg Steed,Rusty Baynes,Roy Ellison,Adrian Hill,Mearl Robinson,Jim Quirk,803096564.0,1582.0,1566.0,Final
346,GB,MIN,2023-10-29,17:00,UTC,1.0,2023,Regular-Season,,4,,10.0,24.0,0.0,1.0,0.0,16.0,14.0,1.0,1.0,5.0,14.0,1.0,4.0,62.0,270.0,4.35,10.0,196.0,24.0,41.0,4.78,4.0,33.0,74.0,17.0,4.35,1.0,4.0,11.0,99.0,1.0,0.0,1.0,0.0,23.0,38.0,0.39,24.0,14.0,6.0,4.0,10.0,18.0,1.0,1.0,69.0,346.0,5.01,10.0,284.0,26.0,35.0,8.11,3.0,13.0,62.0,31.0,2.0,2.0,4.0,7.0,35.0,1.0,1.0,0.0,0.0,36.0,22.0,0.61,0.0,Lambeau Field,Green Bay,WI,78113,81041,-110.0,-110.0,0.0,41.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096566.0,1572.0,1586.0,Final
347,MIN,GB,2023-10-29,17:00,UTC,0.0,2023,Regular-Season,,4,,24.0,10.0,1.0,0.0,0.0,24.0,14.0,6.0,4.0,10.0,18.0,1.0,1.0,69.0,346.0,5.01,10.0,284.0,26.0,35.0,8.11,3.0,13.0,62.0,31.0,2.0,2.0,4.0,7.0,35.0,1.0,1.0,0.0,0.0,36.0,22.0,0.61,16.0,14.0,1.0,1.0,5.0,14.0,1.0,4.0,62.0,270.0,4.35,10.0,196.0,24.0,41.0,4.78,4.0,33.0,74.0,17.0,4.35,1.0,4.0,11.0,99.0,1.0,0.0,1.0,0.0,23.0,38.0,0.39,0.0,Lambeau Field,Green Bay,WI,78113,81041,-110.0,-110.0,0.0,41.5,Patrick Holt,Rich Martinez,Tim Podraza,Terry Killens Jr.,Shawn Hochuli,Jason Ledet,Chad Hill,803096566.0,1586.0,1572.0,Final
